,categoria,subcategoria,nombre,marca,peso,precio,fecha
840,Dulces saludables,Galletas saludables,Galletas digestivas con naranja sin gluten 195g Noglut,Noglut,195.0,"2,66",2023-06-30
841,Dulces saludables,Galletas saludables,Galletas Cookies 150g Bio Cesta,Bio Cesta,150.0,"3,64",2023-06-30
842,Dulces saludables,Galletas saludables,Tejas de coco 150g Bio Cesta,Bio Cesta,150.0,"3,64",2023-06-30
843,Dulces saludables,Galletas saludables,Palmeras dulces 150g Bio Cesta,Bio Cesta,150.0,"3,64",2023-06-30
844,Dulces saludables,Galletas saludables,Galleta con muesli 165g Soria Natural,Soria Natural,165.0,"2,05",2023-06-30
845,Dulces saludables,Galletas saludables,Galletas con fibra 165g Soria Natural,Soria Natural,165.0,"2,00",2023-06-30
846,Dulces saludables,Galletas saludables,Galletas con anís 165g Soria Natural,Soria Natural,165.0,"2,11",2023-06-30
847,Dulces saludables,Galletas saludables,Galletas Mañana para desayuno 500g La Finestra Sul Cielo,La Finestra Sul Cielo,500.0,"4,25",2023-06-30
848,Dulces saludables,Galletas saludables,Galletas artesanas de chocolate y almendra,La Campesina,180.0,"2,32",2023-06-30
849,Dulces saludables,Galletas saludables,Galletas de melisa 165g Soria Natural,Soria Natural,165.0,"2,05",2023-06-30
850,Dulces saludables,Galletas saludables,Galletas con chocolate eco,Soria Natural,200.0,"2,91",2023-06-30
851,Dulces saludables,Galletas saludables,Galletas con quinoa eco sin gluten 200g Soria Natural,Soria Natural,200.0,"2,73",2023-06-30
852,Dulces saludables,Galletas saludables,Galletas artesanas de avena y lino 180g La Campesina,La Campesina,180.0,"2,21",2023-06-30
853,Dulces saludables,Barritas energéticas y proteicas,Bio barrita Brasil Taste Of Nature,Taste Of Nature,1.0,"1,80",2023-06-30
854,Dulces saludables,Barritas energéticas y proteicas,Barrita Control Day Sabor a Yogurt y Manzana Nutrisport,Nutrisport,1.0,"1,65",2023-06-30
855,Dulces saludables,Barritas energéticas y proteicas,Barrita Proteica Sabor a Yogur y Manzana Nutrisport,Nutrisport,1.0,"1,95",2023-06-30
856,Dulces saludables,Barritas energéticas y proteicas,Barrita de espirulina y limón 40g Lubs,Lubs,40.0,"2,36",2023-06-30
857,Dulces saludables,Barritas energéticas y proteicas,Barritas de cereales con arándanos 50g Bio Cesta,Bio Cesta,50.0,"1,59",2023-06-30
858,Dulces saludables,Barritas energéticas y proteicas,Barritas de cereales 50g Bio Cesta,Bio Cesta,50.0,"1,59",2023-06-30
859,Dulces saludables,Barritas energéticas y proteicas,Barrita de cereales con fruta y chocolate,Bio Cesta,50.0,"1,59",2023-06-30
860,Dulces saludables,Barritas energéticas y proteicas,Barritas de cereales con frutas 50g Bio Cesta,Bio Cesta,50.0,"1,59",2023-06-30
861,Dulces saludables,Barritas energéticas y proteicas,Barritas de sésamo 30g Bio Cesta,Bio Cesta,30.0,"1,25",2023-06-30
862,Dulces saludables,Barritas energéticas y proteicas,Barrita con anacardos 50g Rawbite,Raw Bite,50.0,"2,22",2023-06-30
863,Dulces saludables,Barritas energéticas y proteicas,Barrita con cacao 50g Rawbite,Raw Bite,50.0,"2,22",2023-06-30
864,Dulces saludables,Barritas energéticas y proteicas,Barrita con coco 50g Rawbite,Raw Bite,50.0,"2,22",2023-06-30
865,Dulces saludables,Barritas energéticas y proteicas,Barrita con manzana y canela 50g Rawbite,Raw Bite,50.0,"2,22",2023-06-30
866,Dulces saludables,Barritas energéticas y proteicas,Barrita de vainilla con bayas 50g Rawbite,Raw Bite,50.0,"2,22",2023-06-30
867,Dulces saludables,Barritas energéticas y proteicas,Bio barrita Quebec cranberry 40g Taste Of Nature,Taste Of Nature,40.0,"1,80",2023-06-30
868,Dulces saludables,Barritas energéticas y proteicas,Snack de arroz y chocolate bio,Rice & Rice,25.0,"1,75",2023-06-30
869,Dulces saludables,Barritas energéticas y proteicas,Barrita de quinoa real pura sin gluten bio 25g Quinua Real,Quinua Real,25.0,"1,55",2023-06-30
870,Dulces saludables,Barritas energéticas y proteicas,Barrita Dinadax Energy con Jalea Real Opko Health,Opko Health,1.0,"1,40",2023-06-30
871,Dulces saludables,Barritas energéticas y proteicas,Barritas de cereales con manzana y canela 40g Bio Cesta,Bio Cesta,40.0,"1,59",2023-06-30
872,Dulces saludables,Barritas energéticas y proteicas,Barrita Dinadax Sapiens Opko Health,Opko Health,1.0,"1,35",2023-06-30
873,Panadería ecológica,Panes ecológicos,Piadina de espelta 4uds Nutri Aliments,Wrapy’s,4.0,"4,29",2023-06-30
874,Panadería ecológica,Panes ecológicos,Piadina wrapy´s de trigo y multisemillas 4uds Nutri Aliments,Wrapy’s,4.0,"3,90",2023-06-30
875,Panadería ecológica,Panes ecológicos,Pan Rallado 250g Biográ,Biográ,250.0,"2,13",2023-06-30
876,Panadería ecológica,Panes ecológicos,Pan de espelta germinada 400g La Finestra Sul Cielo,La Finestra Sul Cielo,400.0,"5,99",2023-06-30
877,Panadería ecológica,Panes ecológicos,Pan germinado de centeno 400g La Finestra Sul Cielo,La Finestra Sul Cielo,400.0,"4,80",2023-06-30
878,Panadería ecológica,Panes ecológicos,Pan de trigo germinado 400g La Finestra Sul Cielo,La Finestra Sul Cielo,400.0,"4,80",2023-06-30
879,Panadería ecológica,Panes ecológicos,Pan ácimo de espelta original 200g La Finestra Sul Cielo,La Finestra Sul Cielo,200.0,"4,40",2023-06-30
880,Panadería ecológica,Panes ecológicos,Pan de centeno y espelta 500g Natursoy,Natursoy,500.0,"3,97",2023-06-30
881,Panadería ecológica,Panes ecológicos,Piadina wrap 160g Schär,Schär,160.0,"4,42",2023-06-30
882,Panadería ecológica,Panes ecológicos,Pan de molde clásico 300g Schär,Schär,300.0,"3,19",2023-06-30
883,Panadería ecológica,Panes ecológicos,Pan de molde cereales 300g Schär,Schär,300.0,"3,14",2023-06-30
884,Panadería ecológica,Panes ecológicos,Pan de molde vital 300g Schär,Schär,300.0,"3,69",2023-06-30
885,Panadería ecológica,Panes ecológicos,Pan ciabattine rustiche 200g Schär,Schär,200.0,"3,65",2023-06-30
886,Panadería ecológica,Panes ecológicos,Panecillos de sarraceno sin gluten 200g El Granero Integral,El Granero Integral,200.0,"5,66",2023-06-30
887,Panadería ecológica,Panes ecológicos,Piadina de espelta 225g Biocop,Biocop,225.0,"3,48",2023-06-30
888,Panadería ecológica,Panes ecológicos,Pan de molde centeno y avena bio 400g Taho Cereal,Taho Cereal,400.0,"3,62",2023-06-30
889,Panadería ecológica,Panes ecológicos,Pan de centeno 500g Bio Cesta,Bio Cesta,500.0,"3,45",2023-06-30
890,Panadería ecológica,Panes ecológicos,Pan de centeno con pipas de girasol 500g Bio Cesta,Bio Cesta,500.0,"3,45",2023-06-30
891,Panadería ecológica,Panes ecológicos,Pan de centeno tres cereales y linaza 500g Bio Cesta,Bio Cesta,500.0,"3,45",2023-06-30
892,Panadería ecológica,Panes ecológicos,Sustituto del huevo 200g Orgran,Orgran,200.0,"4,39",2023-06-30
893,Panadería ecológica,Bases de pizza,Base de Pizza sin Gluten 100g Schnitzer,Schnitzer,100.0,"2,45",2023-06-30
894,Panadería ecológica,Bases de pizza,Base de pizza 300g Schär,Schär,300.0,"5,48",2023-06-30
895,Panadería ecológica,Bases de pizza,Base de Pizza Espelta Integral 300g La Finestra Sul Cielo,La Finestra Sul Cielo,300.0,"3,99",2023-06-30
896,Panadería ecológica,Bases de pizza,Base de pizza de espelta bio 300g El Granero Integral,El Granero Integral,300.0,"6,59",2023-06-30
897,Panadería ecológica,Bases de pizza,Bases de Pizza de Trigo Espelta Masa Fina 3ud Biocop,Biocop,3.0,"4,45",2023-06-30
898,Panadería ecológica,Bases de pizza,"Base Pizza sin Gluten con Brócoli, Cúrcuma y Jengibre 250g Bio Cesta",Bio Cesta,250.0,"6,29",2023-06-30
899,Panadería ecológica,Bases de pizza,PIZZA DE VERDURAS 440g,Aliments Onyar,440.0,"5,84",2023-06-30
900,Panadería ecológica,Bases de pizza,Base pizza de sarraceno 250g El Granero Integral,El Granero Integral,250.0,"7,69",2023-06-30
901,Panadería ecológica,Tostadas,Pan flores trigo sarraceno 150g Le Pains Des Fleurs,Le Pains Des Fleurs,150.0,"3,99",2023-06-30
902,Panadería ecológica,Tostadas,Pan flores de quinoa 150g Le Pains Des Fleurs,Le Pains Des Fleurs,150.0,"4,99",2023-06-30
903,Panadería ecológica,Tostadas,Pan flores con castaña 150g Le Pains Des Fleurs,Le Pains Des Fleurs,150.0,"4,99",2023-06-30
904,Panadería ecológica,Tostadas,Pan Flores Trigo Sarraceno 300g Le Pains Des Fleurs,Le Pains Des Fleurs,300.0,"6,11",2023-06-30
905,Panadería ecológica,Tostadas,Pan de flores sin sal 150g Le Pains Des Fleurs,Le Pains Des Fleurs,150.0,"3,99",2023-06-30
906,Panadería ecológica,Tostadas,Pan flores de coco 150g Le Pains Des Fleurs,Le Pains Des Fleurs,150.0,"4,99",2023-06-30
907,Panadería ecológica,Tostadas,Pan flores multicereales 150g Le Pains Des Fleurs,Le Pains Des Fleurs,150.0,"4,39",2023-06-30
908,Panadería ecológica,Tostadas,Pan Dextrinado con Lino 300g Santiveri,Santiveri,300.0,"3,35",2023-06-30
909,Panadería ecológica,Tostadas,Pan Dextrinado con Aceite Oliva + Omega 3 240g Santiveri,Santiveri,240.0,"3,55",2023-06-30
910,Panadería ecológica,Tostadas,Tostadas ligeras de quinoa bio 200g Santiveri,Santiveri,200.0,"5,99",2023-06-30
911,Panadería ecológica,Tostadas,Pan grillé con lino bio 240g Santiveri,Santiveri,240.0,"3,75",2023-06-30
912,Panadería ecológica,Tostadas,Tostadas de avena 100g Santiveri,Santiveri,100.0,"2,55",2023-06-30
913,Panadería ecológica,Tostadas,Pan dextrote integral 300g Soria Natural,Soria Natural,300.0,"3,40",2023-06-30
914,Panadería ecológica,Tostadas,Biscotes Dextrinados de Espelta Espeltrote 350g Soria Natural,Soria Natural,350.0,"4,50",2023-06-30
915,Panadería ecológica,Tostadas,Tostadas Ligeras Integrales de Arroz 90g Soria Natural,Soria Natural,90.0,"2,80",2023-06-30
916,Panadería ecológica,Tostadas,Tostadas Integrales de Arroz y Castaña 95g Soria Natural,Soria Natural,95.0,"3,50",2023-06-30
917,Panadería ecológica,Tostadas,Tostadas ligeras integrales de arroz y quinoa 95g Soria Natural,Soria Natural,95.0,"2,80",2023-06-30
918,Panadería ecológica,Tostadas,Tostadas Integrales de Arroz y Trigo Sarraceno 95g Soria Natural,Soria Natural,95.0,"2,82",2023-06-30
919,Panadería ecológica,Tostadas,Biscotes de Espelta 200g La Finestra Sul Cielo,La Finestra Sul Cielo,200.0,"3,15",2023-06-30
920,Panadería ecológica,Tostadas,Pan crujiente de amaranto con multicereales 250g Allos,Allos,250.0,"3,90",2023-06-30
921,Panadería ecológica,Bollería,Magdalenas 170g Noglut,Noglut,170.0,"3,25",2023-06-30
922,Panadería ecológica,Bollería,Roscos de anís espelta 150g Bio Cesta,Bio Cesta,150.0,"3,74",2023-06-30
923,Panadería ecológica,Bollería,Magdalenas gigantes de espelta bio 325g Bio Cesta,Bio Cesta,325.0,"5,09",2023-06-30
924,Panadería ecológica,Bollería,Bizcocho con cacao bio 300g Bio Cesta,Bio Cesta,300.0,"4,98",2023-06-30
925,Panadería ecológica,Bollería,Bizcocho de zanahoria bio 300g Bio Cesta,Bio Cesta,300.0,"5,13",2023-06-30
926,Panadería ecológica,Bollería,Bizcocho de espelta bio 300g Bio Cesta,Bio Cesta,300.0,"4,91",2023-06-30
927,Panadería ecológica,Bollería,Magdalena integral 220g Bio Cesta,Bio Cesta,220.0,"4,09",2023-06-30
928,Panadería ecológica,Bollería,Croissant de espelta 120g Bio Cesta,Bio Cesta,120.0,"4,08",2023-06-30
929,Panadería ecológica,Bollería,Bizcocho vegano de plátano y nuez 350g Terrasana,Terrasana,350.0,"6,76",2023-06-30
930,Panadería ecológica,Bollería,Bizcocho vegano de higo y naranja 350g Terrasana,Terrasana,350.0,"6,69",2023-06-30
931,Panadería ecológica,Bollería,Brownies Sin Gluten 200g Poppies,Poppies,200.0,"3,99",2023-06-30
932,Panadería ecológica,Bollería,Pan de Leche 280g Bien,Bien,280.0,"2,96",2023-06-30
933,Panadería ecológica,Bollería,Magdalenas gigantes con chocolate bio 350g Bio Cesta,Bio Cesta,350.0,"4,55",2023-06-30
934,Panadería ecológica,Bollería,Napolitanas de chocolate sin gluten 2uds Terra Verda,Terra Verda,2.0,"4,20",2023-06-30
935,Panadería ecológica,Bollería,Magdalenas con pepitas de chocolate 250g Terra Verda,Terra Verda,250.0,"4,15",2023-06-30
936,Panadería ecológica,Bollería,Magdalenas artesanas 300g Terra Verda,Terra Verda,300.0,"3,45",2023-06-30
937,Panadería ecológica,Bollería,Magdalenas sin azúcar y sin gluten 250g Terra Verda,Terra Verda,250.0,"4,04",2023-06-30
938,Panadería ecológica,Bollería,Croissant de espelta con mantequilla 300g El Horno De Leña,El Horno De Leña,300.0,"6,99",2023-06-30
939,Panadería ecológica,Bollería,Muffins de chocolate single 65g Schär,Schär,65.0,"0,83",2023-06-30
940,Panadería ecológica,Bollería,Bizcocho de espelta y nueces 300g Bio Cesta,Bio Cesta,300.0,"4,99",2023-06-30
941,Semillas para plantar,,Semillas de Perejil Común Hoja Grande Batlle,Batlle,1.0,"2,47",2023-06-30
942,Semillas para plantar,,Semillas de Berenjena Larga Morada Batlle,Batlle,1.0,"2,47",2023-06-30
943,Semillas para plantar,,Semillas de Albahaca Gigante Genovesa Batlle,Batlle,1.0,"2,47",2023-06-30
944,Semillas para plantar,,Semillas de Remolacha de Mesa Detroit Batlle,Batlle,1.0,"2,47",2023-06-30
945,Semillas para plantar,,Semillas de Calabacín Black Beauty Batlle,Batlle,1.0,"2,47",2023-06-30
946,Semillas para plantar,,Semillas de Lechuga Romana Batlle,Batlle,1.0,"2,47",2023-06-30
947,Semillas para plantar,,Semillas de Zanahoria Nantesa 5 Batlle,Batlle,1.0,"2,47",2023-06-30
948,Semillas para plantar,,Semillas de Rabanito para Germinar Batlle,Batlle,1.0,"2,93",2023-06-30
949,Semillas para plantar,,Semillas de Col Lombarda para Germinar Batlle,Batlle,1.0,"2,93",2023-06-30
950,Semillas para plantar,,Semillas de Alfalfa para Germinar Batlle,Batlle,1.0,"2,93",2023-06-30
951,Semillas para plantar,,Semillas de Trigo para Germinar Batlle,Batlle,1.0,"2,93",2023-06-30
952,Semillas para plantar,,Semillas de Rúcula para Germinar Batlle,Batlle,1.0,"2,93",2023-06-30
953,Semillas para plantar,,Semillas de Pimiento Largo De Reus Batlle,Batlle,1.0,"2,47",2023-06-30
954,Semillas para plantar,,Semillas de Melón Piel De Sapo Batlle,Batlle,1.0,"2,47",2023-06-30
955,Semillas para plantar,,Semillas de Tomate de Colgar Batlle,Batlle,1.0,"2,47",2023-06-30
956,Semillas para plantar,,Semillas de Brocoli para Germinar Batlle,Batlle,1.0,"2,93",2023-06-30
957,Semillas para plantar,,Semillas de Judía Roma Batlle,Batlle,1.0,"2,47",2023-06-30
958,Semillas para plantar,,Semillas de Haba Aguadulce Batlle,Batlle,1.0,"2,47",2023-06-30
959,Semillas para plantar,,Semillas de Espinaca Gigante de Invierno Batlle,Batlle,1.0,"2,47",2023-06-30
